id,loss
3583,1012.942
3584,1505.0397
3609,1081.9501
3613,4524.736
3623,2142.1907
3624,3091.3838
3638,7688.67
3642,1895.7024
3643,2299.455
3647,1306.0016
3653,1747.6908
3654,3887.9058
3656,1460.5247
3658,768.40186
3659,3490.7144
3663,6347.4766
3664,2865.2915
3666,814.7807
3681,1277.968
3689,2629.644
3694,2827.4937
3695,1467.2222
3699,1451.1309
3701,2050.001
3704,3393.6606
3721,1224.7567
3726,3654.0322
3727,2390.0166
3729,2278.585
3731,3666.8647
3738,1404.7557
3740,2368.5593
3744,1545.2682
3757,985.849
3758,900.86566
3778,1651.6337
3781,3529.6934
3790,5733.4775
3796,1284.1014
3798,6646.9746
3804,1083.1327
3813,1052.1345
3814,1154.4064
3815,2546.724
3818,1997.166
3823,2533.4553
3826,6220.5215
3831,1402.0602
3834,3170.7207
3835,2428.3694
3849,2282.7065
3850,2794.254
3855,2154.874
3864,2502.7937
3867,1915.0251
3871,1120.237
3879,1687.5171
3880,2276.6062
3882,3602.4905
3884,8775.471
3893,1598.2767
3895,1549.884
3901,2832.1975
3903,1013.6895
3913,1399.7075
3921,1792.0262
3929,2300.6343
3947,844.44885
3962,1773.7465
3963,923.0505
3966,1664.4526
3975,1654.2795
3976,6321.265
3977,2710.272
3978,1079.1522
3979,940.4938
3983,1731.9705
3985,802.74713
3989,8368.719
3992,1791.1445
3995,2102.1038
4008,2165.3328
4013,1673.9186
4029,1904.3047
4035,2552.5854
4040,1985.7375
4048,843.2924
4060,1977.233
4066,1215.7993
4075,832.8178
4079,2381.079
4083,1170.6342
4091,1767.9884
4092,5772.0513
4093,2718.1577
4098,2674.7651
4108,1290.228
4109,842.30457
4110,3366.535
4116,2092.1797
4129,1638.175
4130,3798.0852
4140,2048.0938
4146,1584.4799
4150,3777.9238
4151,6648.8574
4153,1361.9514
4169,5937.124
4170,1915.7933
4179,1525.8698
4183,3684.9363
4188,2950.8037
4190,1443.743
4193,1561.5498
4201,7637.426
4205,1291.086
4210,2319.5398
4226,1985.0286
4229,1723.9961
4241,2810.0474
4242,1244.166
4257,3685.3826
4258,728.77246
4260,2271.4792
4263,4632.3066
4267,882.42206
4273,2149.2947
4274,1643.2595
4277,1173.1321
4281,1541.2135
4283,4661.56
4293,2420.8303
4294,1474.127
4305,3576.1023
4307,2804.9507
4318,1479.9473
4325,2230.9146
4327,4724.946
4332,2569.745
4335,3824.8015
4336,3661.9163
4337,749.52673
4339,4296.2983
4343,1279.7413
4346,916.77435
4348,1551.4597
4350,3566.2563
4358,2139.2957
4359,1967.5768
4363,1653.7362
4366,4373.104
4374,984.75806
4375,2091.013
4377,1021.30096
4393,3214.3926
4395,2239.659
4400,1009.5579
4402,6453.839
4404,7463.9497
4415,2343.7268
4418,2111.7595
4422,1451.7012
4430,1277.1407
4432,1683.6848
4433,1102.3851
4435,5077.8506
4438,1793.3281
4444,1760.2595
4447,1948.6554
4451,5109.162
4452,1815.7067
4457,1305.3274
4459,3841.3425
4469,1272.0045
4471,8424.46
4486,1060.2888
4488,2162.0344
4510,1308.364
4515,923.0118
4527,4621.3105
4530,1097.1029
4534,838.2226
4535,3642.5369
4536,1245.5752
4548,2943.8667
4549,1559.6842
4551,5920.077
4556,2467.7788
4559,751.1246
4564,1310.8994
4570,3674.0056
4575,6407.6343
4584,3054.8875
4585,2565.1335
4591,1955.7916
4592,2592.7
4593,1718.7528
4594,1110.6726
4598,1174.518
4607,2421.314
4608,957.54456
4620,2022.2454
4621,3229.7505
4625,2981.0234
4635,2907.911
4638,4671.315
4652,2344.4736
4657,2163.3088
4658,1694.6826
4666,5544.9966
4672,1256.5403
4676,2680.8545
4680,1152.0775
4681,5069.852
4683,2857.8127
4684,1148.1771
4689,2342.309
4690,2595.8494
4692,1834.9227
4697,1737.6609
4700,1776.8821
4705,12448.349
4721,1849.3309
4726,1810.2716
4729,906.8344
4731,4632.8853
4736,2047.2249
4739,1689.0853
4740,1723.701
4753,1063.9181
4754,2286.8813
4755,4623.687
4756,933.45337
4759,1628.0981
4764,1255.6125
4771,2602.2432
4772,1783.4266
4776,805.8029
4780,2499.2876
4784,1462.7772
4786,1341.8674
4787,3117.4338
4789,1023.1625
4794,1847.6342
4800,1803.5941
4807,2640.3113
4813,8071.3237
4818,2164.7722
4823,9558.353
4824,1881.6685
4829,2388.081
4830,918.97675
4835,2316.7188
4844,1654.5201
4845,1823.1948
4846,2291.7085
4847,859.32355
4854,2133.483
4857,3111.9329
4861,861.73834
4863,1258.2347
4866,2763.818
4869,3724.7979
4871,1339.7313
4872,1963.763
4875,2450.9224
4877,8433.053
4878,909.34674
4885,1628.1936
4886,1490.3525
4888,3449.6846
4890,1143.4822
4896,1110.5682
4899,2155.6653
4913,750.5145
4916,1829.7704
4920,3786.6565
4925,2537.2659
4934,1997.3354
4941,2272.1196
4946,1384.8319
4954,2707.234
4956,1229.1733
4958,4143.887
4965,1223.71
4966,1102.6848
4970,2547.437
4977,1862.8678
4980,2305.0583
4984,1803.638
4995,952.765
4997,2698.9937
4999,1846.2938
5005,3414.831
5011,1613.3766
5015,2189.7688
5016,2237.7366
5019,2359.9102
5024,1962.08
5030,1896.0125
5031,1549.3091
5034,2055.851
5047,9629.683
5048,2183.6074
5052,1212.7821
5061,1921.6919
5062,7793.2544
5067,3131.534
5068,3747.498
5077,1201.3232
5079,1726.339
5090,2806.4734
5094,1882.6135
5103,1907.341
5104,879.7018
5106,1949.7987
5107,2023.923
5110,1102.2579
5114,1564.4617
5116,4136.125
5121,6085.4526
5122,2446.2031
5124,920.61835
5132,3425.3467
5133,1684.883
5138,1857.1534
5143,2313.695
5153,1450.3672
5154,1830.2817
5155,873.12854
5160,1691.4856
5169,3859.4272
5172,3071.6003
5173,2739.0977
5179,918.87067
5182,2650.9004
5187,1016.17413
5192,2993.6099
5211,1226.1667
5213,3240.7034
5219,920.9881
5225,2538.7703
5226,1044.1454
5227,4447.625
5228,1755.763
5239,3136.1306
5241,1378.2837
5244,1978.7949
5248,3960.8958
5260,1217.9446
5266,995.2986
5273,1778.4188
5280,7162.2964
5298,3597.9514
5300,1039.5496
5306,3284.559
5307,1180.5719
5311,4409.7065
5316,1086.8489
5323,768.3594
5332,1616.3651
5336,1463.3081
5338,1097.9695
5342,2423.0383
5347,1267.0165
5355,3936.3472
5357,1856.6672
5362,1304.0576
5363,1092.5886
5364,920.7514
5366,2242.4705
5374,4830.997
5375,754.57623
5379,2385.3555
5380,2175.4502
5383,769.79584
5385,1436.4531
5390,1869.3832
5393,3907.4578
5398,1858.9537
5411,2552.3638
5414,833.15186
5429,1451.1523
5432,9415.361
5436,1098.2172
5437,4534.957
5439,1127.3624
5440,2854.657
5449,1431.1593
5458,1220.4996
5460,865.2794
5462,1121.3668
5463,2086.8235
5465,2242.5688
5467,3178.2468
5475,2557.6917
5483,1838.6406
5485,1235.4313
5489,1547.1586
5493,2617.4604
5497,808.16943
5501,1478.897
5506,1269.4142
5507,1414.3024
5510,2896.7258
5524,4478.615
5531,1274.0922
5542,3531.8652
5543,1545.8813
5544,3583.022
5552,1604.1252
5560,2368.7966
5563,3680.3145
5573,2280.9155
5579,977.2381
5584,2573.899
5585,8080.6274
5594,1442.1248
5595,1735.8705
5597,1737.11
5598,1283.0231
5604,1595.7448
5606,1438.6714
5610,947.29047
5615,4320.734
5631,1233.0337
5637,1312.9231
5646,1541.7949
5656,2916.679
5658,9558.353
5666,1486.902
5668,2164.928
5673,1424.1625
5680,1166.6443
5691,2434.9822
5692,6515.16
5693,1932.8741
5697,2975.0974
5698,1611.8049
5700,1861.1676
5704,2037.2714
5705,1795.8568
5707,935.1664
5710,896.3644
5716,906.0694
5720,1567.2512
5722,2151.1196
5727,1857.9462
5733,1328.6185
5737,2289.204
5742,3452.0078
5747,884.1502
5760,2304.735
5774,1469.6842
5788,4468.811
5796,1707.681
5797,1319.0419
5800,2175.8123
5812,1506.998
5814,1054.9437
5818,1124.6086
5819,3267.6409
5823,3659.0537
5826,2394.4985
5830,1483.4078
5831,1484.8728
5846,2340.7896
5864,1910.6525
5869,656.076
5870,3542.5757
5879,1467.964
5883,8517.882
5886,1219.5485
5889,4442.004
5904,2205.6797
5905,988.5279
5910,2690.2603
5911,1940.8741
5914,1659.9364
5915,1543.9232
5920,1016.10724
5925,1690.0111
5926,1693.6825
5934,2596.4932
5939,2760.6477
5941,887.59796
5943,964.7551
5949,3171.6914
5961,1662.7106
5965,4462.4995
5966,2293.1514
5969,722.90765
5970,2194.9612
5978,2677.7805
5979,2368.5796
5983,1448.0135
5985,5441.108
5989,1070.1106
5997,1361.3749
6004,2106.61
6010,3388.8772
6013,1330.2605
6019,1492.2689
6020,1210.3557
6032,1168.5707
6036,4471.194
6037,5062.469
6039,1507.3718
6050,1849.3556
6051,1407.6329
6053,3642.7454
6057,1590.9786
6059,1221.3304
6067,4156.057
6068,1293.1809
6075,1405.0122
6078,815.5733
6079,4264.7915
6080,3498.3696
6082,4161.4233
6084,1219.063
6091,2544.0115
6092,1298.6305
6093,4775.857
6096,1577.4042
6102,1559.067
6105,1624.7626
6116,1410.5712
6122,899.59595
6126,955.32855
6131,3507.7605
6140,4357.6753
6141,1086.3313
6146,894.9277
6147,2296.04
6157,2746.7478
6162,1884.5625
6163,2176.9714
6165,1974.6919
6170,5767.4346
6208,1738.338
6216,3501.9912
6218,1460.673
6223,2357.7676
6224,1904.3229
6227,1741.636
6240,8669.5625
6241,1604.2048
6246,1226.141
6248,3910.4028
6249,1181.8123
6255,1638.9133
6261,2974.4421
6262,7797.871
6269,1495.5315
6271,2148.2178
6278,2569.2146
6284,1533.4131
6285,1312.0144
6287,1134.9438
6288,2080.8872
6291,1980.6443
6296,922.96466
6297,2918.6309
6304,1605.009
6309,2661.2034
6310,926.73126
6311,2453.3696
6316,1126.0365
6319,1492.375
6332,8503.856
6335,5113.003
6336,1205.7318
6341,1004.799
6359,1220.7849
6369,1613.7798
6375,760.11273
6378,3265.2236
6380,2872.1584
6385,9220.537
6387,7681.934
6391,2801.2417
6392,725.60767
6393,2220.5593
6400,781.75397
6411,2460.603
6415,2110.1147
6416,2184.7124
6419,2764.2307
6421,1314.3807
6432,2095.1099
6438,1550.3518
6444,919.56366
6445,1456.4701
6446,1241.9989
6448,6444.6562
6452,1231.9076
6459,1854.381
6470,3346.8157
6475,899.8825
6484,2379.0715
6492,2419.195
6502,1637.7821
6505,1156.7295
6506,1886.8374
6513,1890.1449
6514,2961.0635
6524,4880.0063
6525,688.22925
6528,1495.4673
6529,7447.795
6531,1791.7896
6538,1670.1482
6541,3289.7473
6546,2779.718
6553,828.6261
6563,744.4279
6567,1733.7098
6586,5388.2666
6588,2445.663
6589,4282.978
6591,3064.7942
6596,1222.494
6607,1587.2854
6613,8987.791
6615,1833.2662
6625,1230.5579
6629,3131.4385
6630,2297.3662
6632,1393.1946
6640,867.8342
6645,2642.45
6648,2102.177
6656,1575.4191
6658,2385.8003
6661,1610.826
6663,1769.3597
6665,3102.3674
6673,1643.7524
6676,1604.8812
6681,1159.1456
6683,1576.0742
6684,810.8781
6695,1141.3309
6697,1691.292
6700,2544.6072
6702,1115.9143
6703,1238.1783
6704,3482.9998
6712,4124.2925
6716,3674.7275
6723,1145.9805
6733,3838.4387
6734,1792.821
6739,3063.8591
6743,656.547
6746,1552.0369
6756,1215.891
6758,1509.2101
6765,929.5788
6772,2111.7505
6776,3346.5762
6777,1626.8643
6784,2857.8074
6785,1300.1237
6788,1522.3466
6790,1912.2694
6792,1071.4641
6797,1242.0114
6802,2335.2188
6806,932.90076
6808,996.56134
6809,3232.5823
6810,1585.0156
6814,1142.2914
6815,2359.5593
6819,927.87164
6824,2423.2417
6830,1741.7548
6835,3825.086
6838,1546.2314
6845,5512.88
6846,1035.9006
6847,2797.272
6848,5743.093
6849,3024.6487
6864,8083.8804
6869,1459.3739
6870,1510.2762
6876,1426.9679
6878,2072.8142
6890,7998.307
6892,3838.4387
6899,1179.971
6906,1228.8926
6908,1186.2969
6912,2261.7554
6913,984.98395
6925,1168.4431
6932,1729.6455
6935,1299.7567
6939,1368.3184
6946,2342.9136
6950,955.4593
6963,1114.967
6972,4665.4023
6974,839.87695
6978,2777.488
6979,691.1331
6985,2504.102
6989,3670.346
7005,858.0616
7007,1718.0554
7009,4597.8667
7015,764.0416
7036,3303.524
7047,3174.4482
7049,958.20544
7054,2888.8096
7056,6001.068
7058,913.19714
7061,1154.2484
7064,1128.8492
7066,1679.7483
7069,800.40564
7085,1411.571
7086,6149.194
7096,1215.2157
7103,9379.424
7122,1706.9955
7125,3798.02
7126,920.00006
7130,1182.6979
7134,6183.1655
7135,941.7054
7140,3374.0173
7145,1140.8907
7148,1972.3864
7151,5466.6665
7156,3913.003
7157,1235.7318
7161,2186.2808
7163,1954.4734
7168,1166.8035
7170,6220.8184
7174,806.2103
7175,8826.241
7199,689.7563
7200,5007.1035
7203,2141.3696
7209,1523.8615
7210,9789.923
7215,1248.377
7240,3450.8757
7241,1538.9597
7248,2129.5527
7253,3884.8147
7260,2502.623
7262,1477.0173
7264,3245.4849
7265,2698.4673
7267,6267.397
7268,5428.6733
7269,2246.5354
7270,1918.4178
7271,805.8029
7274,4374.6724
7289,766.31366
7292,2529.905
7293,2695.6663
7294,609.84143
7296,4640.9116
7298,1208.172
7299,1549.4517
7304,4942.1187
7305,1410.2981
7308,2233.531
7309,2013.6997
7310,1359.6946
7311,2290.7417
7312,1863.0144
7317,1282.4585
7319,7023.6914
7320,2922.9832
7329,4936.9795
7330,3937.237
7331,3332.512
7336,1041.556
7353,2612.0654
7358,3094.4368
7363,3441.8208
7365,4378.458
7366,1043.9073
7374,3071.4275
7377,1441.4456
7378,3117.3567
7382,1900.9008
7388,2425.8394
7398,2469.5752
7400,1804.2935
7411,1575.8563
7426,2266.3306
7434,5960.9863
7436,753.7035
7442,1017.0142
7443,1533.1418
7464,1852.9897
7470,2500.2244
7476,913.678
7478,1058.2261
7479,1450.8915
7480,2123.664
7487,1702.959
7495,2638.6196
7498,1426.9917
7507,5194.804
7525,5063.9326
7527,1263.2882
7528,1273.0227
7533,908.5627
7535,3547.1328
7536,648.84973
7537,2891.0337
7544,1382.1503
7552,1882.6233
7553,2282.355
7554,1842.6095
7555,1577.6216
7556,5508.4287
7560,2121.4224
7564,2944.5588
7570,1204.3643
7571,1110.8309
7573,1099.6609
7574,1491.3854
7575,1128.3385
7592,1054.7078
7595,3265.2173
7596,1664.89
7601,2466.686
7608,1531.9427
7610,1041.137
7613,1986.3967
7623,2527.8694
7630,1118.6565
7638,995.2013
7643,741.397
7647,3001.8032
7671,923.73694
7672,1642.675
7676,1746.3828
7682,849.981
7689,3072.7693
7691,1510.9022
7695,3084.7605
7705,2323.1338
7707,4454.7056
7709,1762.8458
7710,8852.602
7714,2512.6206
7716,4030.8057
7717,2223.5981
7718,1802.8676
7719,1844.1768
7720,1196.46
7723,1678.304
7727,3861.8645
7728,1546.5604
